"Word","Freq_HAL"
"militarize","19"
"militiaman","146"
"milk","15195"
"milkmaid","16"
"milkman","137"
"milks","104"
"milkshake","129"
"milkweed","54"
"milky","871"
"mill","4853"
"millenium","2375"
"millennia","488"
"millennium","1811"
"miller","19538"
"Miller's","671"
"milligram","56"
"milligrams","246"
"minefield","220"
"minelayer","24"
"milliliter","53"
"millimeter","349"
"millinery","10"
"milling","514"
"million","55862"
"millionaire","1092"
"millionaires","736"
"millionfold","2"
"millions","16751"
"millionth","220"
"millipede","164"
"mills","4695"
"millstone","2775"
"millwheel","0"
"milt","816"
"Milton","3629"
"Miltonic","3"
"Milton's","79"
"Milwaukee","4826"
"Milwaukee's","80"
"mime","9918"
"mimeograph","27"
"mimesis","23"
"mimetic","18"
"mimic","958"
"mimicry","75"
"mimosa","249"
"minarets","33"
"mince","276"
"minced","775"
"mincemeat","95"
"mincer","30"
"mincing","85"
"mind","131156"
"minded","4469"
"minder","357"
"mindful","335"
"mindless","2673"
"minds","13940"
"mind's","909"
"mine","89230"
"mined","437"
"miner","931"
"mineral","2764"
"mineralized","35"
"mineralogies","1"
"mineralogical","35"
"mineralogist","25"
"mineralogy","79"
"minerals","2403"
"miners","915"
"Minerva","376"
"mines","5279"
"minestrone","34"
"minesweeper","256"
"mingle","329"
"mingled","310"
"mingles","38"
"mingling","229"
"mini","7238"
"miniature","2249"
"miniatures","1649"
"minibus","77"
"minimal","9517"
"minimally","550"
"minimize","4355"
"minimized","1203"
"minimizes","455"
"minimizing","803"
"minimum","87433"
"mining","3567"
"minion","2086"
"miniscule","713"
"minister","22530"
"ministered","54"
"ministerial","567"
"ministers","3582"
"minister's","574"
"ministrations","188"
"ministries","1025"
"ministry","9402"
"mink","582"
"minks","251"
"Minneapolis","6301"
"Minnesota","9316"
"Minnesota's","108"
"Minnie","703"
"minnow","131"
"minor","26175"
"minorities","5989"
"minority","13393"
"minors","2861"
"minotaur","1968"
"minstrel","223"
"minstrels","67"
"mint","84435"
"minter","223"
"minuet","677"
"minus","4181"
"minuscule","246"
"minute","29713"
"minutely","85"
"minuteman","189"
"minutemen","297"
"minutes","63627"
"minute's","30"
"minutiae","88"
"minx","145"
"miracle","5864"
"miracles","2502"
"miraculous","980"
"miraculously","533"
"mirage","1781"
"mire","427"
"Miriam","889"
"Miriam's","19"
"mirror","27107"
"mirrored","1950"
"mirrors","8168"
"mirth","375"
"mirthless","11"
"misadvise","10"
"misapply","14"
"misbehave","172"
"misalignment","137"
"misadventure","63"
"misalliance","2"
"misanthrope","150"
"misanthropic","83"
"misanthropy","56"
"misapplication","97"
"misapprehend","14"
"misbegotten","80"
"misbehavior","211"
"misbranded","3"
"misapprehension","139"
"misappropriate","10"
"miscalculate","8"
"miscalculated","104"
"miscalculation","112"
"miscue","37"
"misdate","0"
"misdeal","12"
"miscalculations","34"
"miscall","11"
"miscarriage","923"
"miscarried","126"
"miscarry","70"
"miscast","59"
"miscellaneous","6694"
"miscellanies","3"
"mischance","3"
"mischief","830"
"mischievous","301"
"misconceive","6"
"misconception","1330"
"misconceptions","1127"
"misconduct","872"
"misfired","65"
"misconstruction","28"
"miscount","10"
"miscreant","108"
"miscreants","118"
"misconstructions","18"
"misconstrue","103"
"misconstrued","281"
"misdeed","42"
"misdeeds","294"
"misdemeanor","563"
"misdirect","83"
"misdirection","469"
"misdoing","0"
"miser","123"
"miserable","3228"
"miserably","1135"
"miseries","245"
"misery","2895"
"misfire","191"
"misfit","231"
"misfortune","864"
"misfortunes","167"
"misgauged","5"
"misgive","0"
"misgivings","249"
"misgovern","1"
"misguide","18"
"misguided","1926"
"mishandle","19"
"mishap","268"
"mishear","7"
"mishmash","96"
"misinform","87"
"misinformation","2161"
"misinterpret","401"
"misinterpretation","468"
"misinterpreted","977"
"misjudge","48"
"misjudged","165"
"mislay","1"
"mislead","1165"
"misleads","60"
"misled","937"
"mismanage","21"
"misleading","4837"
"mismanaged","152"
"mismatch","1025"
"misname","7"
"misnamed","222"
"misnomer","536"
"misogynist","282"
"misogyny","287"
"misperceives","0"
"misplace","81"
"misplaced","1504"
"misplacing","52"
"misprint","624"
"mispronounce","66"
"mispronunciation","87"
"misquote","350"
"misquoted","531"
"misread","852"
"misrelated","1"
"Mississippi's","35"
"misreport","8"
"misrepresent","634"
"misrepresentation","723"
"misrepresentations","256"
"misrepresenting","516"
"misrepresents","152"
"misrule","47"
"miss","30936"
"missal","14"
"missed","27028"
"misses","2384"
"misshapen","84"
"missile","5867"
"missiles","4531"
"missile's","31"
"missing","36747"
"mission","28847"
"missionaries","1033"
"missions","6941"
"Mississippians","8"
"missionary","1105"
"Mississippi","5134"
"missive","506"
"Missouri","5604"
"Missouri's","42"
"misspell","317"
"misspend","0"
"misstate","23"
"misstep","47"
"missus","95"
"missy","719"
"mist","3266"
"mistakable","1"
"mistake","25420"
"mistaken","7836"
"mistakenly","1346"
"mistakes","11325"
"mistaking","411"
"misted","63"
"mister","2183"
"mistime","9"
"mistletoe","111"
"mistook","334"
"mistral","203"
"mistranslate","11"
"mistranslation","91"
"mistress","4949"
"mistrial","38"
"mistrust","485"
"mistrusted","66"
"mists","559"
"misty","943"
"misunderstand","1371"
"misunderstanding","2792"
"misunderstandings","926"
"misunderstood","3105"
"misuse","2026"
"miswritten","0"
"Mitch","2781"
"Mitchell","9205"
"Mitchell's","175"
"mite","471"
"miter","1046"
"mitigate","412"
"mitigates","61"
"mitigating","237"
"mitigation","229"
"mitosis","38"
"mitre","1144"
"mitt","163"
"mitten","139"
"mittens","267"
"mix","19759"
"mixed","15134"
"mixer","2666"
"mixers","430"
"mixing","5272"
"mixture","7659"
"mixtures","770"
"mnemonic","498"
"moan","2141"
"moaned","2462"
"moans","1144"
"moat","2286"
"mob","7529"
"mobile","9249"
"mobility","1805"
"mobilization","532"
"mobilize","582"
"mobilized","332"
"mobilizing","218"
"mobs","415"
"mob's","27"
"mobster","125"
"mobsters","132"
"moccasin","51"
"moccasins","82"
"mocha","261"
"mock","1816"
"mocked","384"
"mockery","837"
"mocking","709"
"mockingly","84"
"modal","1348"
"modality","265"
"mockingbird","238"
"mode","65878"
"model","66839"
"modeled","1077"
"modeling","8472"
"models","28421"
"moderate","7655"
"moderately","2486"
"moderates","545"
"moderating","1096"
"moderation","4731"
"moderator","10993"
"modern","35406"
"modernism","258"
"modernist","171"
"modernistic","14"
"modernists","55"
"medallion","828"
"medallions","115"
"medallist","26"
"modernity","177"
"modernization","440"
"modernize","226"
"modernized","168"
"modernizing","109"
"moderns","147"
"modes","10811"
"modest","3400"
"modestly","330"
"modesty","669"
"modification","5537"
"mechanics","10041"
"mechanic's","67"
"mechanism","13144"
"mechanisms","5405"
"mechanistic","321"
"mechanization","82"
"mechanize","15"
"mechanized","279"
"medal","3315"
"medals","841"
"meddle","571"
"meddlesome","36"
"meddling","621"
"media","58004"
"medial","167"
"median","1803"
"mediate","299"
"mediating","183"
"mediation","880"
"mediator","695"
"medic","1601"
"medical","53004"
"medically","862"
"Medicare","3277"
"medicate","83"
"medication","3624"
"medicinal","904"
"medicine","19795"
"medicines","1198"
"medics","390"
"medieval","4207"
"mediocre","2673"
"mediocrities","25"
"mediocrity","640"
"meditate","802"
"meditated","225"
"meditating","491"
"meditation","5031"
"meditations","364"
"meditative","311"
"medium","19072"
"mediums","488"
"medium's","254"
"Mediterranean","1756"
"medley","948"
"meek","1498"
"meeker","119"
"meekest","13"
"meekly","234"
"meet","48215"
"meeting","37663"
"meetinghouse","5"
"meetings","11848"
"meets","9004"
"Meg","25782"
"megadeath","59"
"megahertz","927"
"megalith","26"
"megalomania","158"
"megalomaniac","157"
"megaphone","288"
"megaton","201"
"megatons","68"
"megawatt","159"
"meiosis","47"
"Mel","4105"
"melancholy","367"
"melange","189"
"Melbourne","5821"
"meld","629"
"melee","1257"
"meliorate","0"
"Melissa","4561"
"mellow","1758"
"mellowed","186"
"melodic","1048"
"melodically","44"
"melodies","1033"
"melodious","126"
"melodrama","269"
"melodramatic","294"
"melody","2693"
"melon","759"
"melt","2781"
"melted","1918"
"melting","2448"
"member","63948"
"members","78648"
"membership","19118"
"memberships","1345"
"membrane","1781"
"memento","131"
"mementoes","6"
"mementos","26"
"memo","3321"
"memoir","365"
"memoirs","738"
"memorabilia","1260"
"memorable","1954"
"memoranda","123"
"memorandum","1123"
"memorial","4749"
"memorialize","32"
"memorialized","27"
"memorials","95"
"memories","8760"
"memorization","317"
"memorize","1122"
"memorized","835"
"memorizing","315"
"memory","114930"
"memos","532"
"Memphis","4487"
"men","98321"
"menace","1308"
"menaced","46"
"menacing","456"
"menagerie","311"
"menarche","23"
"mend","357"
"mendacious","61"
"mendacity","62"
"mended","120"
"Mendel","313"
"mending","210"
"menfolk","24"
"menial","256"
"meninges","3"
"meningitis","286"
"Mennonite","197"
"Mennonites","55"
"menopause","260"
"men's","6041"
"menstruate","39"
"menstruation","225"
"mental","18663"
"mentalities","96"
"mentality","3397"
"mentally","4045"
"menthol","49"
"mention","49939"
"mentioned","56816"
"mentioning","4528"
"mentions","6188"
"mentor","3640"
"menu","28562"
"menus","5685"
"meow","1154"
"Mephistopheles","1047"
"mercantile","352"
"Mercedes","2789"
"mercenaries","1349"
"mercer","1521"
"mercers","0"
"merchant","5231"
"mercenary","1112"
"merchandise","5473"
"merchandising","752"
"merchants","1893"
"merciful","901"
"mercifully","303"
"merciless","437"
"mercilessly","473"
"mercurial","66"
"Mercury","8121"
"mercy","5983"
"mere","9454"
"Meredith","1380"
"Meredith's","20"
"merely","25599"
"merge","3683"
"merged","1880"
"merger","1651"
"mergers","521"
"merges","375"
"merging","1170"
"meridian","1324"
"meringue","164"
"merit","5541"
"merited","172"
"meritorious","202"
"merits","3956"
"mermaid","1604"
"merman","119"
"merriest","2"
"merrily","485"
"merriment","212"
"merry","1879"
"merrymaker","0"
"merrymaking","12"
"mesa","5954"
"mescal","24"
"mescalin","1"
"mesh","1955"
"mesmeric","412"
"mesmerize","20"
"mesmerized","271"
"mess","13190"
"message","247136"
"messages","64553"
"messed","3669"
"messenger","2405"
"messengers","594"
"messes","740"
"Messiah","4703"
"messing","2319"
"messy","2444"
"met","33944"
"metabolic","871"
"metabolism","1759"
"metabolize","156"
"metabolized","113"
"metacarpal","7"
"metal","28116"
"metallic","1878"
"metals","2729"
"metalsmiths","9"
"metalwork","45"
"metallurgy","347"
"metalworking","108"
"metamorphic","107"
"metamorphose","44"
"metamorphosed","43"
"metaphor","2520"
"metamorphosis","2149"
"metaphorical","454"
"metaphors","826"
"metaphysic","109"
"metaphysics","886"
"metatarsal","11"
"metaphysical","1342"
"meteor","1286"
"meteoric","121"
"meteorite","252"
"meteorites","188"
"meteoroid","9"
"metrical","51"
"metrically","38"
"meteorological","926"
"meteorology","1358"
"meteors","241"
"meter","8212"
"metered","273"
"metering","737"
"meters","6206"
"methane","574"
"methanol","697"
"method","49828"
"methodical","317"
"methodically","219"
"Methodism","14"
"Methodist","827"
"Methodists","117"
"methodological","357"
"methodology","4465"
"methods","33831"
"methyl","421"
"metric","3477"
"meticulous","485"
"meticulously","507"
"metro","7039"
"metronome","411"
"metropolis","990"
"metropolitan","3399"
"metropolitanization","0"
"Mets","1347"
"mettle","142"
"mettlesome","2"
"mew","135"
"mewed","22"
"Mexican","12500"
"Mexicans","1325"
"Mexico","27758"
"Mexico's","1342"
"mezzanine","126"
"mezzo","193"
"Miami","9295"
"Miami's","101"
"miasmal","1"
"mica","409"
"mice","4181"
"Michael","101213"
"Michael's","1055"
"Michelangelo","286"
"Michelangelo's","56"
"Michigan","18979"
"Mickey","4725"
"Mickey's","584"
"microbe","93"
"microbial","280"
"microcosm","414"
"microanalysis","21"
"microbiology","1107"
"microchemistry","2"
"microfiche","462"
"microfilm","589"
"micrometers","55"
"micron","2427"
"microns","361"
"micrometer","190"
"microorganism","45"
"microorganisms","281"
"microphone","3685"
"microphones","727"
"microphoning","0"
"microscope","1171"
"microscopes","215"
"microscopic","1074"
"microscopical","7"
"microscopically","32"
"microscopy","450"
"microsecond","246"
"microseconds","612"
"microwave","4362"
"microwaves","674"
"midair","269"
"Midas","403"
"midday","373"
"middle","45179"
"middlebrow","13"
"middleman","279"
"middles","69"
"middleweight","90"
"middling","85"
"midge","167"
"midget","595"
"midland","795"
"midmorning","15"
"midmost","0"
"midnight","11426"
"midpoint","309"
"midriff","60"
"midship","13"
"midshipman","75"
"midshipmen","60"
"midst","2424"
"midstream","66"
"midsts","13"
"midsummer","244"
"midway","1997"
"midweek","193"
"Midwest","4900"
"Midwestern","1236"
"midwesterners","35"
"midwife","550"
"miff","59"
"miffed","377"
"might","277738"
"mightiest","123"
"mightily","362"
"mighty","7688"
"migraine","609"
"migrant","226"
"migrants","284"
"migrate","1713"
"migrated","1235"
"migrates","79"
"migrating","1157"
"Miguel","3718"
"Mike","82468"
"Mike's","1488"
"migration","3706"
"migratory","199"
"milady","71"
"Milan","2630"
"mild","5333"
"milder","350"
"mildew","306"
"mildly","1942"
"mile","9657"
"mileage","4430"
"miler","102"
"miles","35566"
"milestone","1075"
"milestones","528"
"milieu","497"
"militancy","130"
"militant","1471"
"militantly","56"
"map","25878"
"maple","4079"
"maples","204"
"militarily","501"
"mantel","202"
"mantelpiece","26"
"mantic","15"
"mantis","679"
"mantle","3190"
"mantlepiece","29"
"mantle's","40"
"mantrap","4"
"manual","49825"
"manually","7375"
"manuals","16579"
"Manuel","2983"
"manufacture","5025"
"manufactured","5160"
"manufacturer","14162"
"manufacturers","13867"
"manure","842"
"manuscripts","2001"
"many","474923"
"manufacturer's","1475"
"manufactures","2185"
"manufacturing","15715"
"manuscript","2688"
"mapped","3951"
"mapping","7078"
"maps","11613"
"mar","40591"
"maraschino","24"
"marathon","5900"
"maraud","157"
"marauder","379"
"marauders","356"
"marble","4081"
"marbleized","11"
"marbleizing","28"
"marbles","757"
"Marcel","1348"
"Marcellus","142"
"march","74695"
"marched","1245"
"marcher","38"
"marches","785"
"marching","2635"
"Marcus","4987"
"mare","1430"
"mares","512"
"mare's","71"
"Margaret","5724"
"margarine","752"
"Marge","1615"
"margin","4955"
"marginal","3103"
"marginally","1404"
"margins","2602"
"Maria","5784"
"Marie","5466"
"marigold","121"
"marijuana","10768"
"Marilyn","2409"
"marimba","120"
"marina","2451"
"marinade","279"
"marinas","94"
"marinate","135"
"marinated","170"
"marinating","31"
"marine","8644"
"mariner","559"
"marines","2272"
"marine's","70"
"Mario","6655"
"marionette","99"
"marionettes","56"
"marital","1550"
"maritime","1327"
"mark","103559"
"markdown","25"
"marked","15384"
"markedly","644"
"marker","3755"
"markers","2033"
"market","98850"
"marketability","212"
"marketable","640"
"marketed","2493"
"marketing","38188"
"marketings","8"
"marketplace","13914"
"markets","15312"
"marking","2463"
"markings","2293"
"marks","13591"
"Mark's","965"
"marksman","235"
"marksman's","2"
"marksmanship","184"
"markup","2005"
"Marlborough","1301"
"Marlene","500"
"marlin","1140"
"marlin's","44"
"marmalade","236"
"marmoset","34"
"maroon","576"
"marooned","333"
"marquee","524"
"marquees","49"
"marquis","1437"
"marred","340"
"marriage","21299"
"marriageable","22"
"marriages","4480"
"married","25973"
"marries","598"
"marring","62"
"marrow","1039"
"marrowbones","1"
"marry","7832"
"marrying","1689"
"Mars","8196"
"marsh","5131"
"Marsha","806"
"marshal","878"
"marshaling","32"
"marshall","8658"
"marshalled","54"
"marshalling","174"
"marshall's","214"
"marshes","193"
"marshmallow","284"
"marshmallows","212"
"marsh's","31"
"marshy","34"
"marsupial","91"
"mart","1401"
"Martha","3542"
"Martha's","261"
"martial","7072"
"Martian","1287"
"Martians","381"
"Martin","37729"
"martini","508"
"martinis","135"
"Martin's","1267"
"marts","65"
"Marty","5758"
"martyr","2681"
"martyrdom","388"
"martyrs","2247"
"Marty's","175"
"marvel","19626"
"marveled","131"
"marvelled","74"
"marvellous","477"
"marvelous","1868"
"marvelously","160"
"marvels","480"
"Marvin","2490"
"Marx","3468"
"Marxist","1705"
"Marx's","306"
"Mary","25159"
"Maryland","12280"
"Marylanders","25"
"Maryland's","101"
"Mary's","1525"
"marzipan","52"
"mascara","302"
"mascot","611"
"masculine","1469"
"masculinity","447"
"mash","1627"
"mashed","831"
"masher","60"
"mashing","304"
"mask","12361"
"masked","1190"
"masking","881"
"masks","1897"
"masochism","313"
"masochist","416"
"mason","6800"
"masonic","904"
"masonry","831"
"masons","960"
"mason's","133"
"masquerades","61"
"mass","33835"
"masquerade","1345"
"masquerading","614"
"Massachusetts","9617"
"massacre","3496"
"massacred","652"
"massacres","731"
"massage","4037"
"massaging","873"
"massed","209"
"masses","6866"
"masseur","90"
"masseuse","94"
"massing","109"
"massive","13351"
"mast","1614"
"mastectomy","128"
"master","54412"
"mastered","1665"
"masterful","300"
"matador","425"
"match","35069"
"masterfully","120"
"mastering","2477"
"masterly","37"
"mastermind","404"
"masterminding","60"
"masterpiece","2362"
"masterpieces","897"
"masters","11143"
"master's","3198"
"mastership","88"
"mastery","1337"
"masthead","192"
"masticate","7"
"mastication","14"
"mastiff","340"
"mastodon","39"
"mastodons","24"
"masts","221"
"masturbate","1208"
"mat","3514"
"masturbation","1937"
"matchbox","431"
"matched","3987"
"matches","12402"
"matching","8138"
"matchless","85"
"matchmaker","206"
"matchmaking","228"
"matchstick","51"
"matchwood","0"
"mate","5179"
"mated","371"
"material","59366"
"materialism","528"
"materialist","240"
"materialistic","526"
"materialization","66"
"maximal","712"
"mayo","1520"
